year,abbr,D_votes,R_votes,pres_margin,pres_margin_str,electoral_votes,relative_margin,relative_margin_str,relative_margin_delta,relative_margin_delta_str,national_margin,national_margin_str,national_margin_delta,national_margin_delta_str,pres_margin_delta,pres_margin_delta_str
1984,MD,787935,879918,-0.05515054384289263,R+5.5,10,0.12731647999760132,D+12.7,-0.008217456715215093,R+0.8,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.08753330516726263,R+8.8
1988,MD,826304,876167,-0.029288604622340116,R+2.9,10,0.04736050115500644,D+4.7,-0.07995597884259488,R+8.0,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.02586193922055251,D+2.6
1992,MD,988571,707094,0.16599800078435303,D+16.6,10,0.09358732501484483,D+9.4,0.046226823859838395,D+4.6,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.19528660540669315,D+19.5
1996,MD,966207,681530,0.17276846972544768,D+17.3,10,0.07668798920844361,D+7.7,-0.016899335806401225,R+1.7,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.006770468941094648,D+0.7
2000,MD,1144008,813827,0.16864597884908586,D+16.9,10,0.16351252047960532,D+16.4,0.08682453127116171,D+8.7,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.004122490876361823,R+0.4
2004,MD,1334493,1024703,0.131311684150024,D+13.1,10,0.15597198427357156,D+15.6,-0.00754053620603376,R+0.8,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.037334294699061854,R+3.7
2008,MD,1629467,959862,0.2586017458577106,D+25.9,10,0.18318640028610517,D+18.3,0.027214416012533604,D+2.7,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.1272900617076866,D+12.7
2012,MD,1677844,971869,0.26643451573811955,D+26.6,10,0.22624531347253024,D+22.6,0.043058913186425074,D+4.3,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,0.00783276988040893,D+0.8
2016,MD,1677928,943169,0.2803249936953878,D+28.0,10,0.2570909616149307,D+25.7,0.030845648142400484,D+3.1,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,0.013890477957268277,D+1.4
2020,MD,1985023,976414,0.3405809409418468,D+34.1,10,0.29522119851927286,D+29.5,0.03813023690434214,D+3.8,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.060255947246458996,D+6.0
2024,MD,1902577,1035550,0.29509514054361846,D+29.5,10,0.3100918319778186,D+31.0,0.014870633458545723,D+1.5,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.04548580039822836,R+4.5
1976,ME-01,123598,127019,-0.01365,R+1.4,1,-0.036397220879879,R+3.6,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,ME-01,117613,126274,-0.035512,R+3.6,1,0.06763882745682236,D+6.8,0.10403604833670135,D+10.4,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.021862,R+2.2
1984,ME-01,117450,175472,-0.19808,R+19.8,1,-0.015613011117617759,R+1.6,-0.08325183857444012,R+8.3,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.162568,R+16.3
1988,ME-01,131078,169292,-0.127223,R+12.7,1,-0.050573985743111546,R+5.1,-0.03496097462549379,R+3.5,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.070857,D+7.1
1992,ME-01,145191,115697,0.113052,D+11.3,1,0.040641668531494535,D+4.1,0.09121565427460608,D+9.1,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.24027500000000002,D+24.0
1996,ME-01,165053,100851,0.241448,D+24.1,1,0.14536756088139535,D+14.5,0.10472589234990082,D+10.5,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.128396,D+12.8
2000,ME-01,176293,148618,0.085177,D+8.5,1,0.0800437132252023,D+8.0,-0.06532384765619305,R+6.5,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.156271,R+15.6
2004,ME-01,211703,165824,0.121525,D+12.2,1,0.14618538309774542,D+14.6,0.06614166987254312,D+6.6,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.03634799999999999,D+3.6
2008,ME-01,232145,144604,0.232359,D+23.2,1,0.15694359897768334,D+15.7,0.010758215879937916,D+1.1,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.11083400000000002,D+11.1
2012,ME-01,221952,142573,0.21776,D+21.8,1,0.17757089649306923,D+17.8,0.02062729751538589,D+2.1,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.014599,R+1.5
2016,ME-01,210979,154127,0.155714,D+15.6,1,0.13247965106909398,D+13.2,-0.045091245423975246,R+4.5,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.06204600000000002,R+6.2
2020,ME-01,266376,164045,0.237746,D+23.8,1,0.19238655713065417,D+19.2,0.05990690606156018,D+6.0,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.08203200000000002,D+8.2
2024,ME-01,258863,165214,0.22083,D+22.1,1,0.23582687085916307,D+23.6,0.0434403137285089,D+4.3,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.016916000000000014,R+1.7
1976,ME-02,108681,109301,-0.002844,R+0.3,1,-0.02559118139286385,R+2.6,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,ME-02,103361,112248,-0.041218,R+4.1,1,0.061933044419887597,D+6.2,0.08752422581275145,D+8.8,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.038374,R+3.8
1984,ME-02,97065,161028,-0.247829,R+24.8,1,-0.0653622470037366,R+6.5,-0.1272952914236242,R+12.7,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.206611,R+20.7
1988,ME-02,112491,137839,-0.101258,R+10.1,1,-0.02460923321518331,R+2.5,0.0407530137885533,D+4.1,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.146571,D+14.7
1992,ME-02,118229,90807,0.131183,D+13.1,1,0.05877246971739357,D+5.9,0.08338170293257688,D+8.3,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.232441,D+23.2
1996,ME-02,147735,85527,0.266687,D+26.7,1,0.1706067638691368,D+17.1,0.11183429415174324,D+11.2,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.135504,D+13.6
2000,ME-02,143658,137998,0.020095,D+2.0,1,0.014961977197310147,D+1.5,-0.15564478667182666,R+15.6,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.246592,R+24.7
2004,ME-02,185139,164377,0.059402,D+5.9,1,0.08406244480361942,D+8.4,0.06910046760630928,D+6.9,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.03930700000000001,D+3.9
2008,ME-02,189778,150669,0.114875,D+11.5,1,0.0394600975957598,D+3.9,-0.04460234720785962,R+4.5,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.055473,D+5.5
2012,ME-02,177283,148845,0.087199,D+8.7,1,0.04700968896730084,D+4.7,0.007549591371541035,D+0.8,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.027676000000000006,R+2.8
2016,ME-02,143739,180818,-0.114245,R+11.4,1,-0.13747898751201457,R+13.7,-0.1844886764793154,R+18.4,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.201444,R+20.1
2020,ME-02,168696,196692,-0.07662,R+7.7,1,-0.12197966425908746,R+12.2,0.015499323252927105,D+1.5,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.037625000000000006,D+3.8
2024,ME-02,176789,212763,-0.092347,R+9.2,1,-0.07735041498548194,R+7.7,0.04462924927360552,D+4.5,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.015727000000000005,R+1.6
1976,ME-AL,232279,236320,-0.008624,R+0.9,2,-0.03137048778941458,R+3.1,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,ME-AL,220974,238522,-0.03819,R+3.8,2,0.06496150670797912,D+6.5,0.0963319944973937,D+9.6,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.029566000000000002,R+3.0
1984,ME-AL,214515,336500,-0.221382,R+22.1,2,-0.03891533417153839,R+3.9,-0.10387684087951751,R+10.4,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.183192,R+18.3
1988,ME-AL,243569,307131,-0.11542,R+11.5,2,-0.0387712682920197,R+3.9,0.00014406587951869276,D+0.0,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.105962,D+10.6
1992,ME-AL,263420,206504,0.121117,D+12.1,2,0.04870678152145799,D+4.9,0.08747804981347769,D+8.7,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.236537,D+23.7
1996,ME-AL,312788,186378,0.253242,D+25.3,2,0.15716192782010224,D+15.7,0.10845514629864425,D+10.8,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.13212500000000002,D+13.2
2000,ME-AL,319951,286616,0.054957,D+5.5,2,0.04982337245052779,D+5.0,-0.10733855536957446,R+10.7,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.19828500000000002,R+19.8
2004,ME-AL,396842,330201,0.09166,D+9.2,2,0.11632062832971968,D+11.6,0.06649725587919189,D+6.6,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.036703000000000006,D+3.7
2008,ME-AL,421923,295273,0.17659,D+17.7,2,0.10117515409654662,D+10.1,-0.015145474233173056,R+1.5,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.08492999999999999,D+8.5
2012,ME-AL,399235,291418,0.156109,D+15.6,2,0.11591958174027181,D+11.6,0.014744427643725189,D+1.5,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.020481,R+2.0
2016,ME-AL,354718,334945,0.028671,D+2.9,2,0.00543649250908881,D+0.5,-0.110483089231183,R+11.0,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.127438,R+12.7
2020,ME-AL,435072,360737,0.093408,D+9.3,2,0.04804834921750552,D+4.8,0.042611856708416704,D+4.3,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.064737,D+6.5
2024,ME-AL,435652,377977,0.070886,D+7.1,2,0.08588280783368936,D+8.6,0.03783445861618384,D+3.8,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.022522,R+2.3
1976,MI,1696714,1893742,-0.05487548099739977,R+5.5,21,-0.07762239084490666,R+7.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,MI,1661532,1915225,-0.07092821793596825,R+7.1,21,0.032222957452478176,D+3.2,0.10984534829738483,D+11.0,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.016052736938568478,R+1.6
1984,MI,1529638,2251571,-0.1909264999633715,R+19.1,20,-0.008459476122877535,R+0.8,-0.04068243357535571,R+4.1,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.11999828202740324,R+12.0
1988,MI,1675783,1965486,-0.0795609992011027,R+8.0,20,-0.00291189342375614,R+0.3,0.005547582699121395,D+0.6,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.1113655007622688,D+11.1
1992,MI,1871182,1554940,0.09230319293942248,D+9.2,18,0.019892517169914276,D+2.0,0.022804410593670416,D+2.3,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.17186419214052517,D+17.2
1996,MI,1989653,1481212,0.1464882673339355,D+14.6,18,0.05040778681693142,D+5.0,0.030515269647017146,D+3.1,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.05418507439451302,D+5.4
2000,MI,2170418,1953139,0.0526921296346819,D+5.3,18,0.04755867126520135,D+4.8,-0.0028491155517300706,R+0.3,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.0937961376992536,R+9.4
2004,MI,2479183,2313746,0.03451688935930409,D+3.5,17,0.05917718948285164,D+5.9,0.011618518217650288,D+1.2,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.018175240275377813,R+1.8
2008,MI,2872579,2048639,0.16742603152309044,D+16.7,17,0.09201068595148498,D+9.2,0.032833496468633344,D+3.3,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.13290914216378635,D+13.3
2012,MI,2564569,2115256,0.0960106414235575,D+9.6,16,0.05582143915796819,D+5.6,-0.036189246793516795,R+3.6,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.07141539009953293,R+7.1
2016,MI,2268839,2279543,-0.0023533643392309616,R+0.2,16,-0.02558739641968806,R+2.6,-0.08140883557765624,R+8.1,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.09836400576278846,R+9.8
2020,MI,2804040,2649852,0.028271186888189206,D+2.8,16,-0.017088555534384736,R+1.7,0.008498840885303324,D+0.8,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.03062455122742017,D+3.1
2024,MI,2736533,2816636,-0.014424736578339323,R+1.4,15,0.0005719548558608279,D+0.1,0.017660510390245562,D+1.8,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.04269592346652853,R+4.3
1976,MN,1070440,819395,0.13283963943942195,D+13.3,10,0.11009272959191506,D+11.0,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,MN,954173,873268,0.044272291143735966,D+4.4,10,0.14742346653218238,D+14.7,0.037330736940267326,D+3.7,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.088567348295686,R+8.9
1984,MN,1036364,1032603,0.0018178153638989893,D+0.2,10,0.18428483920439295,D+18.4,0.03686137267221057,D+3.7,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.04245447577983698,R+4.2
1988,MN,1109471,962337,0.07101719850488077,D+7.1,10,0.14766630428222732,D+14.8,-0.03661853492216563,R+3.7,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.06919938314098177,D+6.9
1992,MN,1020997,747841,0.15442680448972715,D+15.4,10,0.08201612872021895,D+8.2,-0.06565017556200838,R+6.6,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.08340960598484638,D+8.3
1996,MN,1120380,766395,0.1876137854275152,D+18.8,10,0.09153330491051112,D+9.2,0.009517176190292173,D+1.0,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.033186980937788046,D+3.3
2000,MN,1168266,1109659,0.02572823951622639,D+2.6,10,0.020594781146745844,D+2.1,-0.07093852376376528,R+7.1,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.16188554591128881,R+16.2
2004,MN,1445014,1346695,0.03521821221337897,D+3.5,10,0.05987851233692652,D+6.0,0.03928373119018068,D+3.9,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.009489972697152581,D+0.9
2008,MN,1573354,1275409,0.10458749990785474,D+10.5,10,0.029172154336249284,D+2.9,-0.03070635800067724,R+3.1,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.06936928769447576,D+6.9
2012,MN,1546167,1320225,0.07882452923396381,D+7.9,10,0.038635326968374496,D+3.9,0.009463172632125212,D+0.9,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.025762970673890925,R+2.6
2016,MN,1367705,1322949,0.016633874143609693,D+1.7,10,-0.006600157936847404,R+0.7,-0.045235484905221904,R+4.5,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.06219065509035412,R+6.2
2020,MN,1717077,1484065,0.07279027297133335,D+7.3,10,0.027430530548759408,D+2.7,0.03403068848560681,D+3.4,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.05615639882772366,D+5.6
2024,MN,1656979,1519032,0.043434043521889565,D+4.3,10,0.05843073495608972,D+5.8,0.031000204407330312,D+3.1,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.029356229449443785,R+2.9
1976,MO,998387,927443,0.036838142515175275,D+3.7,12,0.014091232667668381,D+1.4,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,MO,931182,1074181,-0.07130828682886839,R+7.1,12,0.031842888559578036,D+3.2,0.017751655891909655,D+1.8,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.10814642934404367,R+10.8
1984,MO,848583,1274188,-0.2004950133575407,R+20.0,11,-0.018027989517046733,R+1.8,-0.04987087807662477,R+5.0,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.1291867265286723,R+12.9
1988,MO,1001619,1084953,-0.0399382336195444,R+4.0,11,0.03671087215780216,D+3.7,0.05473886167484889,D+5.5,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.16055677973799629,D+16.1
1992,MO,1053873,811159,0.1301393220062712,D+13.0,11,0.05772864623676301,D+5.8,0.021017774078960848,D+2.1,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.1700775556258156,D+17.0
1996,MO,1025935,890016,0.0709407495285631,D+7.1,11,-0.02513973098844098,R+2.5,-0.08286837722520399,R+8.3,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.059198572477708114,R+5.9
2000,MO,1111138,1189924,-0.03423897313501331,R+3.4,11,-0.03937243150449386,R+3.9,-0.014232700516052882,R+1.4,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.1051797226635764,R+10.5
2004,MO,1259171,1455713,-0.072394253308797,R+7.2,11,-0.047733953185249436,R+4.8,-0.008361521680755574,R+0.8,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.03815528017378368,R+3.8
2008,MO,1441911,1445814,-0.0013515829935329714,R+0.1,11,-0.07676692856513842,R+7.7,-0.029032975379888984,R+2.9,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.07104267031526403,D+7.1
2012,MO,1223796,1482440,-0.09557333506759942,R+9.6,10,-0.13576253733318874,R+13.6,-0.05899560876805032,R+5.9,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.09422175207406645,R+9.4
2016,MO,1071068,1594511,-0.19637121991132134,R+19.6,10,-0.21960525199177844,R+22.0,-0.0838427146585897,R+8.4,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.10079788484372192,R+10.1
2020,MO,1253014,1718736,-0.15671641288802893,R+15.7,10,-0.20207615531060286,R+20.2,0.017529096681175582,D+1.8,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.03965480702329241,D+4.0
2024,MO,1200599,1751986,-0.18674720626163174,R+18.7,10,-0.1717505148274316,R+17.2,0.030325640483171268,D+3.0,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.030030793373602815,R+3.0
1976,MS,381329,366846,0.019357770575065995,D+1.9,7,-0.003389139272440899,R+0.3,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,MS,429281,441089,-0.01356664407091237,R+1.4,7,0.08958453131753405,D+9.0,0.09297367058997495,D+9.3,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.03292441464597837,R+3.3
1984,MS,352192,582377,-0.24630070117883215,R+24.6,7,-0.0638336773383382,R+6.4,-0.15341820865587225,R+15.3,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.23273405710791978,R+23.3
1988,MS,363921,557890,-0.21042165910365573,R+21.0,7,-0.13377255332630916,R+13.4,-0.06993887598797097,R+7.0,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.03587904207517642,D+3.6
1992,MS,400258,487793,-0.09856978934768386,R+9.9,7,-0.17098046511719206,R+17.1,-0.0372079117908829,R+3.7,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.11185186975597187,D+11.2
1996,MS,394022,439838,-0.054944475091742016,R+5.5,7,-0.1510249556087461,R+15.1,0.019955509508445962,D+2.0,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.04362531425594184,D+4.4
2000,MS,404614,572844,-0.1721096967849258,R+17.2,7,-0.17724315515440633,R+17.7,-0.026218199545660237,R+2.6,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.11716522169318377,R+11.7
2004,MS,457766,672660,-0.19010001539242727,R+19.0,6,-0.1654397152688797,R+16.5,0.011803439885526623,D+1.2,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.01799031860750147,R+1.8
2008,MS,554662,724597,-0.13283861985727674,R+13.3,6,-0.2082539654288822,R+20.8,-0.04281425016000248,R+4.3,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.05726139553515053,D+5.7
2012,MS,562949,710746,-0.11603798397575557,R+11.6,6,-0.15622718624134488,R+15.6,0.052026779187537314,D+5.2,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,0.01680063588152117,D+1.7
2016,MS,485131,700714,-0.18179694648120118,R+18.2,6,-0.20503097856165828,R+20.5,-0.0488037923203134,R+4.9,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.0657589625054456,R+6.6
2020,MS,539398,756764,-0.1676997165477772,R+16.8,6,-0.21305945897035117,R+21.3,-0.00802848040869289,R+0.8,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.014097229933423966,D+1.4
2024,MS,466668,747744,-0.23145028211183685,R+23.1,6,-0.2164535906776367,R+21.6,-0.0033941317072855304,R+0.3,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.06375056556405964,R+6.4
1976,MT,149259,173703,-0.0756869229197243,R+7.6,4,-0.0984338327672312,R+9.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,MT,118032,206814,-0.27330488908590533,R+27.3,4,-0.1701537136974589,R+17.0,-0.07171988093022771,R+7.2,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.19761796616618105,R+19.8
1984,MT,146742,232450,-0.22602797527373994,R+22.6,4,-0.04356095143324598,R+4.4,0.12659276226421293,D+12.7,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.047276913812165394,D+4.7
1988,MT,168936,190412,-0.059763794427685694,R+6.0,4,0.016885311349660863,D+1.7,0.060446262782906844,D+6.0,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.16626418084605424,D+16.6
1992,MT,154507,144207,0.03448114249750597,D+3.4,3,-0.03792953327200223,R+3.8,-0.05481484462166309,R+5.5,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.09424493692519167,D+9.4
1996,MT,167922,179652,-0.03374820901448325,R+3.4,3,-0.12982868953148732,R+13.0,-0.0918991562594851,R+9.2,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.06822935151198922,R+6.8
2000,MT,137126,240178,-0.2731272395733944,R+27.3,3,-0.27826069794287495,R+27.8,-0.14843200841138762,R+14.8,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.23937903055891116,R+23.9
2004,MT,173710,266063,-0.21000152351326706,R+21.0,3,-0.1853412233897195,R+18.5,0.09291947455315544,D+9.3,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.06312571606012735,D+6.3
2008,MT,231667,242763,-0.023388065678814577,R+2.3,3,-0.09880341125042003,R+9.9,0.08653781213929948,D+8.7,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.1866134578344525,D+18.7
2012,MT,201839,267928,-0.14068463727762912,R+14.1,3,-0.18087383954321842,R+18.1,-0.0820704282927984,R+8.2,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.11729657159881454,R+11.7
2016,MT,177709,279240,-0.22219328634048877,R+22.2,3,-0.24542731842094587,R+24.5,-0.06455347887772744,R+6.5,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.08150864906285965,R+8.2
2020,MT,244786,343602,-0.16794360184096208,R+16.8,3,-0.21330334426353603,R+21.3,0.032123974157409835,D+3.2,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.05424968449952669,D+5.4
2024,MT,231906,352079,-0.20578097040163704,R+20.6,4,-0.19078427896743688,R+19.1,0.02251906529609915,D+2.3,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.03783736856067496,R+3.8
1976,NC,927365,741960,0.11106584996929897,D+11.1,13,0.08831894012179207,D+8.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NC,875635,915018,-0.02199365259489136,R+2.2,13,0.08115752279355506,D+8.1,-0.00716141732823701,R+0.7,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.13305950256419033,R+13.3
1984,NC,824287,1346481,-0.2405572589977372,R+24.1,13,-0.058090235157243236,R+5.8,-0.1392477579507983,R+13.9,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.21856360640284583,R+21.9
1988,NC,890167,1237258,-0.16315075737100015,R+16.3,13,-0.0865016515936536,R+8.7,-0.02841141643641036,R+2.8,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.07740650162673704,D+7.7
1992,NC,1114042,1134661,-0.009169285583734268,R+0.9,14,-0.08157996135324247,R+8.2,0.004921690240411128,D+0.5,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.1539814717872659,D+15.4
1996,NC,1107849,1225938,-0.050599733394692835,R+5.1,14,-0.14668021391169692,R+14.7,-0.06510025255845445,R+6.5,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.041430447810958566,R+4.1
2000,NC,1257692,1631163,-0.12927993963006104,R+12.9,14,-0.13441339799954158,R+13.4,0.012266815912155338,D+1.2,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.0786802062353682,R+7.9
2004,NC,1525849,1961166,-0.12483944003682232,R+12.5,15,-0.10017913991327476,R+10.0,0.03423425808626682,D+3.4,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.0044404995932387226,D+0.4
2008,NC,2142651,2128474,0.0033192660013462495,D+0.3,15,-0.07209607957025921,R+7.2,0.028083060343015553,D+2.8,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.12815870603816856,D+12.8
2012,NC,2178391,2270395,-0.020680698060099992,R+2.1,15,-0.060869900325689306,R+6.1,0.011226179244569902,D+1.1,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.023999964061446243,R+2.4
2016,NC,2189316,2362631,-0.038074916074374326,R+3.8,15,-0.06130894815483143,R+6.1,-0.000439047829142121,R+0.0,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.017394218014274335,R+1.7
2020,NC,2684292,2758773,-0.013683650663734495,R+1.4,15,-0.05904339308630844,R+5.9,0.0022655550685229883,D+0.2,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.02439126541063983,D+2.4
2024,NC,2715375,2898423,-0.03260680202600806,R+3.3,16,-0.01761011059180791,R+1.8,0.041433282494500526,D+4.1,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.018923151362273564,R+1.9
1976,ND,136078,153684,-0.060760210103464225,R+6.1,3,-0.08350711995097113,R+8.4,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,ND,79189,193695,-0.4196141950425822,R+42.0,3,-0.31646301965413576,R+31.6,-0.23295589970316463,R+23.3,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.35885398493911796,R+35.9
1984,ND,104429,200336,-0.31469164766295343,R+31.5,3,-0.13222462382245947,R+13.2,0.18423839583167628,D+18.4,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.10492254737962875,D+10.5
1988,ND,127739,166559,-0.13190711455735343,R+13.2,3,-0.055258008780006876,R+5.5,0.0769666150424526,D+7.7,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.1827845331056,D+18.3
1992,ND,99168,136244,-0.15749409545817544,R+15.7,3,-0.22990477122768366,R+23.0,-0.1746467624476768,R+17.5,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,-0.02558698090082201,R+2.6
